instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,season_str,temp_scaled,atemp_scaled,hum_scaled,windspeed_scaled
156,2011-06-05,2,0,6,0,0,0,Cloudy,0.648333,0.616804,0.6525,0.138692,1685,3221,4906,0,Summer,1.5813000000000001,1.233608,0.6525,0.20700298507462686
157,2011-06-06,2,0,6,0,1,1,Sunny,0.678333,0.621858,0.6,0.121896,673,3875,4548,0,Summer,1.6544707317073168,1.243716,0.6,0.18193432835820897
158,2011-06-07,2,0,6,0,2,1,Sunny,0.7075,0.65595,0.597917,0.187808,763,4070,4833,0,Summer,1.7256097560975612,1.3119,0.597917,0.280310447761194
159,2011-06-08,2,0,6,0,3,1,Sunny,0.775833,0.727279,0.622083,0.136817,676,3725,4401,0,Summer,1.8922756097560975,1.454558,0.622083,0.2042044776119403
160,2011-06-09,2,0,6,0,4,1,Cloudy,0.808333,0.757579,0.568333,0.149883,563,3352,3915,0,Summer,1.9715439024390244,1.515158,0.568333,0.22370597014925372
161,2011-06-10,2,0,6,0,5,1,Sunny,0.755,0.703292,0.605,0.140554,815,3771,4586,0,Summer,1.8414634146341462,1.406584,0.605,0.20978208955223882
162,2011-06-11,2,0,6,0,6,0,Sunny,0.725,0.678038,0.654583,0.15485,1729,3237,4966,0,Summer,1.768292682926829,1.356076,0.654583,0.2311194029850746
163,2011-06-12,2,0,6,0,0,0,Sunny,0.6925,0.643325,0.747917,0.163567,1467,2993,4460,0,Summer,1.6890243902439026,1.28665,0.747917,0.24412985074626867
164,2011-06-13,2,0,6,0,1,1,Sunny,0.635,0.601654,0.494583,0.30535,863,4157,5020,0,Summer,1.548780487804878,1.203308,0.494583,0.4557462686567164
165,2011-06-14,2,0,6,0,2,1,Sunny,0.604167,0.591546,0.507083,0.269283,727,4164,4891,0,Summer,1.473578048780488,1.183092,0.507083,0.4019149253731343
166,2011-06-15,2,0,6,0,3,1,Sunny,0.626667,0.587754,0.471667,0.167912,769,4411,5180,0,Summer,1.5284560975609756,1.175508,0.471667,0.25061492537313435
167,2011-06-16,2,0,6,0,4,1,Cloudy,0.628333,0.595346,0.688333,0.206471,545,3222,3767,0,Summer,1.532519512195122,1.190692,0.688333,0.30816567164179104
168,2011-06-17,2,0,6,0,5,1,Sunny,0.649167,0.600383,0.735833,0.143029,863,3981,4844,0,Summer,1.5833341463414634,1.200766,0.735833,0.21347611940298505
169,2011-06-18,2,0,6,0,6,0,Sunny,0.696667,0.643954,0.670417,0.119408,1807,3312,5119,0,Summer,1.6991878048780489,1.287908,0.670417,0.17822089552238807
170,2011-06-19,2,0,6,0,0,0,Cloudy,0.699167,0.645846,0.666667,0.102,1639,3105,4744,0,Summer,1.7052853658536586,1.291692,0.666667,0.15223880597014924
171,2011-06-20,2,0,6,0,1,1,Cloudy,0.635,0.595346,0.74625,0.155475,699,3311,4010,0,Summer,1.548780487804878,1.190692,0.74625,0.23205223880597015
172,2011-06-21,3,0,6,0,2,1,Cloudy,0.680833,0.637646,0.770417,0.171025,774,4061,4835,0,Fall,1.660568292682927,1.275292,0.770417,0.25526119402985076
173,2011-06-22,3,0,6,0,3,1,Sunny,0.733333,0.693829,0.7075,0.172262,661,3846,4507,0,Fall,1.7886170731707316,1.387658,0.7075,0.2571074626865672
174,2011-06-23,3,0,6,0,4,1,Cloudy,0.728333,0.693833,0.703333,0.238804,746,4044,4790,0,Fall,1.776421951219512,1.387666,0.703333,0.3564238805970149
175,2011-06-24,3,0,6,0,5,1,Sunny,0.724167,0.656583,0.573333,0.222025,969,4022,4991,0,Fall,1.7662609756097563,1.313166,0.573333,0.3313805970149254
176,2011-06-25,3,0,6,0,6,0,Sunny,0.695,0.643313,0.483333,0.209571,1782,3420,5202,0,Fall,1.695121951219512,1.286626,0.483333,0.3127925373134328
177,2011-06-26,3,0,6,0,0,0,Sunny,0.68,0.637629,0.513333,0.0945333,1920,3385,5305,0,Fall,1.6585365853658538,1.275258,0.513333,0.1410944776119403
178,2011-06-27,3,0,6,0,1,1,Cloudy,0.6825,0.637004,0.658333,0.107588,854,3854,4708,0,Fall,1.6646341463414636,1.274008,0.658333,0.16057910447761195
179,2011-06-28,3,0,6,0,2,1,Sunny,0.744167,0.692558,0.634167,0.144283,732,3916,4648,0,Fall,1.8150414634146343,1.385116,0.634167,0.21534776119402985
180,2011-06-29,3,0,6,0,3,1,Sunny,0.728333,0.654688,0.497917,0.261821,848,4377,5225,0,Fall,1.776421951219512,1.309376,0.497917,0.3907776119402986
181,2011-06-30,3,0,6,0,4,1,Sunny,0.696667,0.637008,0.434167,0.185312,1027,4488,5515,0,Fall,1.6991878048780489,1.274016,0.4341670000000001,0.2765850746268657
182,2011-07-01,3,0,7,0,5,1,Sunny,0.7225,0.652162,0.39625,0.102608,1246,4116,5362,0,Fall,1.7621951219512197,1.304324,0.39625,0.1531462686567164
183,2011-07-02,3,0,7,0,6,0,Sunny,0.738333,0.667308,0.444583,0.115062,2204,2915,5119,0,Fall,1.8008121951219511,1.334616,0.44458300000000006,0.17173432835820895
184,2011-07-03,3,0,7,0,0,0,Cloudy,0.716667,0.668575,0.6825,0.228858,2282,2367,4649,0,Fall,1.747968292682927,1.33715,0.6825,0.341579104477612
185,2011-07-04,3,0,7,1,1,0,Cloudy,0.726667,0.665417,0.637917,0.0814792,3065,2978,6043,0,Fall,1.7723585365853656,1.330834,0.637917,0.12161074626865671
186,2011-07-05,3,0,7,0,2,1,Sunny,0.746667,0.696338,0.590417,0.126258,1031,3634,4665,0,Fall,1.8211390243902437,1.392676,0.590417,0.188444776119403
187,2011-07-06,3,0,7,0,3,1,Sunny,0.72,0.685633,0.743333,0.149883,784,3845,4629,0,Fall,1.7560975609756095,1.371266,0.743333,0.22370597014925372
188,2011-07-07,3,0,7,0,4,1,Sunny,0.75,0.686871,0.65125,0.1592,754,3838,4592,0,Fall,1.8292682926829267,1.373742,0.65125,0.2376119402985075
189,2011-07-08,3,0,7,0,5,1,Cloudy,0.709167,0.670483,0.757917,0.225129,692,3348,4040,0,Fall,1.7296756097560977,1.340966,0.757917,0.3360134328358209
190,2011-07-09,3,0,7,0,6,0,Sunny,0.733333,0.664158,0.609167,0.167912,1988,3348,5336,0,Fall,1.7886170731707316,1.328316,0.609167,0.25061492537313435
191,2011-07-10,3,0,7,0,0,0,Sunny,0.7475,0.690025,0.578333,0.183471,1743,3138,4881,0,Fall,1.8231707317073174,1.38005,0.578333,0.2738373134328358
192,2011-07-11,3,0,7,0,1,1,Sunny,0.7625,0.729804,0.635833,0.282337,723,3363,4086,0,Fall,1.8597560975609755,1.459608,0.635833,0.42139850746268653
193,2011-07-12,3,0,7,0,2,1,Sunny,0.794167,0.739275,0.559167,0.200254,662,3596,4258,0,Fall,1.9369926829268291,1.47855,0.559167,0.2988865671641791
194,2011-07-13,3,0,7,0,3,1,Sunny,0.746667,0.689404,0.631667,0.146133,748,3594,4342,0,Fall,1.8211390243902437,1.378808,0.631667,0.2181089552238806
195,2011-07-14,3,0,7,0,4,1,Sunny,0.680833,0.635104,0.47625,0.240667,888,4196,5084,0,Fall,1.660568292682927,1.270208,0.47625,0.35920447761194024
196,2011-07-15,3,0,7,0,5,1,Sunny,0.663333,0.624371,0.59125,0.182833,1318,4220,5538,0,Fall,1.6178853658536583,1.248742,0.59125,0.2728850746268657
197,2011-07-16,3,0,7,0,6,0,Sunny,0.686667,0.638263,0.585,0.208342,2418,3505,5923,0,Fall,1.6747975609756098,1.276526,0.585,0.3109582089552239
198,2011-07-17,3,0,7,0,0,0,Sunny,0.719167,0.669833,0.604167,0.245033,2006,3296,5302,0,Fall,1.7540658536585367,1.339666,0.604167,0.36572089552238807
199,2011-07-18,3,0,7,0,1,1,Sunny,0.746667,0.703925,0.65125,0.215804,841,3617,4458,0,Fall,1.8211390243902437,1.40785,0.65125,0.3220955223880597
200,2011-07-19,3,0,7,0,2,1,Sunny,0.776667,0.747479,0.650417,0.1306,752,3789,4541,0,Fall,1.8943097560975608,1.494958,0.650417,0.19492537313432834
201,2011-07-20,3,0,7,0,3,1,Sunny,0.768333,0.74685,0.707083,0.113817,644,3688,4332,0,Fall,1.8739829268292683,1.4937,0.707083,0.16987611940298508
202,2011-07-21,3,0,7,0,4,1,Cloudy,0.815,0.826371,0.69125,0.222021,632,3152,3784,0,Fall,1.9878048780487805,1.6527420000000002,0.69125,0.33137462686567165
203,2011-07-22,3,0,7,0,5,1,Sunny,0.848333,0.840896,0.580417,0.1331,562,2825,3387,0,Fall,2.0691048780487806,1.681792,0.580417,0.19865671641791047
204,2011-07-23,3,0,7,0,6,0,Sunny,0.849167,0.804287,0.5,0.131221,987,2298,3285,0,Fall,2.071139024390244,1.6085740000000002,0.5,0.19585223880597014
205,2011-07-24,3,0,7,0,0,0,Sunny,0.83,0.794829,0.550833,0.169171,1050,2556,3606,0,Fall,2.024390243902439,1.589658,0.550833,0.25249402985074626
206,2011-07-25,3,0,7,0,1,1,Sunny,0.743333,0.720958,0.757083,0.0908083,568,3272,3840,0,Fall,1.8130073170731706,1.441916,0.757083,0.13553477611940298
207,2011-07-26,3,0,7,0,2,1,Sunny,0.771667,0.696979,0.540833,0.200258,750,3840,4590,0,Fall,1.8821146341463413,1.393958,0.540833,0.2988925373134328
208,2011-07-27,3,0,7,0,3,1,Sunny,0.775,0.690667,0.402917,0.183463,755,3901,4656,0,Fall,1.8902439024390243,1.381334,0.402917,0.2738253731343283
209,2011-07-28,3,0,7,0,4,1,Sunny,0.779167,0.7399,0.583333,0.178479,606,3784,4390,0,Fall,1.900407317073171,1.4798,0.583333,0.2663865671641791
210,2011-07-29,3,0,7,0,5,1,Sunny,0.838333,0.785967,0.5425,0.174138,670,3176,3846,0,Fall,2.0447146341463416,1.5719339999999997,0.5425,0.25990746268656717
211,2011-07-30,3,0,7,0,6,0,Sunny,0.804167,0.728537,0.465833,0.168537,1559,2916,4475,0,Fall,1.9613829268292682,1.457074,0.46583299999999994,0.25154776119402983
212,2011-07-31,3,0,7,0,0,0,Sunny,0.805833,0.729796,0.480833,0.164813,1524,2778,4302,0,Fall,1.9654463414634147,1.459592,0.48083300000000007,0.24598955223880595
213,2011-08-01,3,0,8,0,1,1,Sunny,0.771667,0.703292,0.550833,0.156717,729,3537,4266,0,Fall,1.8821146341463413,1.406584,0.550833,0.23390597014925374
214,2011-08-02,3,0,8,0,2,1,Sunny,0.783333,0.707071,0.49125,0.20585,801,4044,4845,0,Fall,1.9105682926829268,1.414142,0.49125,0.30723880597014924
215,2011-08-03,3,0,8,0,3,1,Cloudy,0.731667,0.679937,0.6575,0.135583,467,3107,3574,0,Fall,1.784553658536585,1.359874,0.6575,0.20236268656716416
216,2011-08-04,3,0,8,0,4,1,Cloudy,0.71,0.664788,0.7575,0.19715,799,3777,4576,0,Fall,1.7317073170731705,1.329576,0.7575,0.29425373134328353
217,2011-08-05,3,0,8,0,5,1,Sunny,0.710833,0.656567,0.630833,0.184696,1023,3843,4866,0,Fall,1.7337390243902442,1.313134,0.630833,0.275665671641791
218,2011-08-06,3,0,8,0,6,0,Cloudy,0.716667,0.676154,0.755,0.22825,1521,2773,4294,0,Fall,1.747968292682927,1.352308,0.755,0.34067164179104475
219,2011-08-07,3,0,8,0,0,0,Sunny,0.7425,0.715292,0.752917,0.201487,1298,2487,3785,0,Fall,1.8109756097560978,1.430584,0.752917,0.30072686567164175
220,2011-08-08,3,0,8,0,1,1,Sunny,0.765,0.703283,0.592083,0.192175,846,3480,4326,0,Fall,1.8658536585365852,1.406566,0.592083,0.28682835820895525
221,2011-08-09,3,0,8,0,2,1,Sunny,0.775,0.724121,0.570417,0.151121,907,3695,4602,0,Fall,1.8902439024390243,1.448242,0.570417,0.22555373134328358
222,2011-08-10,3,0,8,0,3,1,Sunny,0.766667,0.684983,0.424167,0.200258,884,3896,4780,0,Fall,1.8699195121951218,1.369966,0.424167,0.2988925373134328
223,2011-08-11,3,0,8,0,4,1,Sunny,0.7175,0.651521,0.42375,0.164796,812,3980,4792,0,Fall,1.7500000000000002,1.303042,0.42375,0.2459641791044776
224,2011-08-12,3,0,8,0,5,1,Sunny,0.708333,0.654042,0.415,0.125621,1051,3854,4905,0,Fall,1.727641463414634,1.308084,0.415,0.18749402985074629
225,2011-08-13,3,0,8,0,6,0,Cloudy,0.685833,0.645858,0.729583,0.211454,1504,2646,4150,0,Fall,1.6727634146341466,1.291716,0.729583,0.31560298507462686
226,2011-08-14,3,0,8,0,0,0,Cloudy,0.676667,0.624388,0.8175,0.222633,1338,2482,3820,0,Fall,1.6504073170731708,1.248776,0.8175,0.3322880597014925
227,2011-08-15,3,0,8,0,1,1,Sunny,0.665833,0.616167,0.712083,0.208954,775,3563,4338,0,Fall,1.6239829268292685,1.232334,0.712083,0.31187164179104476
228,2011-08-16,3,0,8,0,2,1,Sunny,0.700833,0.645837,0.578333,0.236329,721,4004,4725,0,Fall,1.7093487804878051,1.291674,0.578333,0.35272985074626867
229,2011-08-17,3,0,8,0,3,1,Sunny,0.723333,0.666671,0.575417,0.143667,668,4026,4694,0,Fall,1.7642268292682926,1.333342,0.575417,0.21442835820895523
230,2011-08-18,3,0,8,0,4,1,Sunny,0.711667,0.662258,0.654583,0.233208,639,3166,3805,0,Fall,1.7357731707317074,1.324516,0.654583,0.3480716417910448
231,2011-08-19,3,0,8,0,5,1,Cloudy,0.685,0.633221,0.722917,0.139308,797,3356,4153,0,Fall,1.6707317073170733,1.266442,0.722917,0.20792238805970148
232,2011-08-20,3,0,8,0,6,0,Sunny,0.6975,0.648996,0.674167,0.104467,1914,3277,5191,0,Fall,1.7012195121951221,1.297992,0.674167,0.15592089552238808
233,2011-08-21,3,0,8,0,0,0,Sunny,0.710833,0.675525,0.77,0.248754,1249,2624,3873,0,Fall,1.7337390243902442,1.35105,0.77,0.37127462686567164
234,2011-08-22,3,0,8,0,1,1,Sunny,0.691667,0.638254,0.47,0.27675,833,3925,4758,0,Fall,1.6869926829268294,1.276508,0.4699999999999999,0.41305970149253735
235,2011-08-23,3,0,8,0,2,1,Sunny,0.640833,0.606067,0.455417,0.146763,1281,4614,5895,0,Fall,1.5630073170731709,1.212134,0.45541699999999996,0.2190492537313433
236,2011-08-24,3,0,8,0,3,1,Sunny,0.673333,0.630692,0.605,0.253108,949,4181,5130,0,Fall,1.6422756097560973,1.261384,0.605,0.3777731343283582
237,2011-08-25,3,0,8,0,4,1,Cloudy,0.684167,0.645854,0.771667,0.210833,435,3107,3542,0,Fall,1.6687,1.291708,0.771667,0.31467611940298507
238,2011-08-26,3,0,8,0,5,1,Sunny,0.7,0.659733,0.76125,0.0839625,768,3893,4661,0,Fall,1.7073170731707314,1.319466,0.76125,0.1253171641791045
239,2011-08-27,3,0,8,0,6,0,Cloudy,0.68,0.635556,0.85,0.375617,226,889,1115,0,Fall,1.6585365853658538,1.271112,0.8500000000000001,0.5606223880597015
240,2011-08-28,3,0,8,0,0,0,Sunny,0.707059,0.647959,0.561765,0.304659,1415,2919,4334,0,Fall,1.7245341463414634,1.295918,0.561765,0.45471492537313435
241,2011-08-29,3,0,8,0,1,1,Sunny,0.636667,0.607958,0.554583,0.159825,729,3905,4634,0,Fall,1.5528463414634146,1.215916,0.554583,0.23854477611940297
242,2011-08-30,3,0,8,0,2,1,Sunny,0.639167,0.594704,0.548333,0.125008,775,4429,5204,0,Fall,1.5589439024390246,1.189408,0.548333,0.18657910447761195
243,2011-08-31,3,0,8,0,3,1,Sunny,0.656667,0.611121,0.597917,0.0833333,688,4370,5058,0,Fall,1.6016268292682927,1.222242,0.597917,0.12437805970149254
244,2011-09-01,3,0,9,0,4,1,Sunny,0.655,0.614921,0.639167,0.141796,783,4332,5115,0,Fall,1.5975609756097562,1.229842,0.639167,0.21163582089552238
245,2011-09-02,3,0,9,0,5,1,Cloudy,0.643333,0.604808,0.727083,0.139929,875,3852,4727,0,Fall,1.5691048780487806,1.209616,0.727083,0.20884925373134328
246,2011-09-03,3,0,9,0,6,0,Sunny,0.669167,0.633213,0.716667,0.185325,1935,2549,4484,0,Fall,1.6321146341463415,1.266426,0.716667,0.2766044776119403
247,2011-09-04,3,0,9,0,0,0,Sunny,0.709167,0.665429,0.742083,0.206467,2521,2419,4940,0,Fall,1.7296756097560977,1.330858,0.742083,0.3081597014925373
248,2011-09-05,3,0,9,1,1,0,Cloudy,0.673333,0.625646,0.790417,0.212696,1236,2115,3351,0,Fall,1.6422756097560973,1.251292,0.790417,0.31745671641791046
249,2011-09-06,3,0,9,0,2,1,Rainy,0.54,0.5152,0.886957,0.343943,204,2506,2710,0,Fall,1.3170731707317074,1.0304,0.886957,0.5133477611940299
250,2011-09-07,3,0,9,0,3,1,Rainy,0.599167,0.544229,0.917083,0.0970208,118,1878,1996,0,Fall,1.4613829268292684,1.088458,0.917083,0.14480716417910447
251,2011-09-08,3,0,9,0,4,1,Rainy,0.633913,0.555361,0.939565,0.192748,153,1689,1842,0,Fall,1.5461292682926828,1.110722,0.939565,0.28768358208955225
252,2011-09-09,3,0,9,0,5,1,Cloudy,0.65,0.578946,0.897917,0.124379,417,3127,3544,0,Fall,1.5853658536585367,1.157892,0.897917,0.1856402985074627
253,2011-09-10,3,0,9,0,6,0,Sunny,0.66,0.607962,0.75375,0.153608,1750,3595,5345,0,Fall,1.6097560975609757,1.215924,0.75375,0.22926567164179104
254,2011-09-11,3,0,9,0,0,0,Sunny,0.653333,0.609229,0.71375,0.115054,1633,3413,5046,0,Fall,1.5934951219512197,1.218458,0.71375,0.1717223880597015
255,2011-09-12,3,0,9,0,1,1,Sunny,0.644348,0.60213,0.692174,0.088913,690,4023,4713,0,Fall,1.5715804878048782,1.20426,0.692174,0.13270597014925375
256,2011-09-13,3,0,9,0,2,1,Sunny,0.650833,0.603554,0.7125,0.141804,701,4062,4763,0,Fall,1.58739756097561,1.207108,0.7125,0.21164776119402987
257,2011-09-14,3,0,9,0,3,1,Sunny,0.673333,0.6269,0.697083,0.1673,647,4138,4785,0,Fall,1.6422756097560973,1.2538,0.697083,0.24970149253731344
258,2011-09-15,3,0,9,0,4,1,Cloudy,0.5775,0.553671,0.709167,0.271146,428,3231,3659,0,Fall,1.4085365853658538,1.107342,0.709167,0.40469552238805967
259,2011-09-16,3,0,9,0,5,1,Cloudy,0.469167,0.461475,0.590417,0.164183,742,4018,4760,0,Fall,1.1443097560975608,0.9229499999999999,0.590417,0.2450492537313433
260,2011-09-17,3,0,9,0,6,0,Cloudy,0.491667,0.478512,0.718333,0.189675,1434,3077,4511,0,Fall,1.1991878048780487,0.9570240000000001,0.718333,0.28309701492537315
261,2011-09-18,3,0,9,0,0,0,Sunny,0.5075,0.490537,0.695,0.178483,1353,2921,4274,0,Fall,1.2378048780487805,0.981074,0.695,0.2663925373134328
262,2011-09-19,3,0,9,0,1,1,Cloudy,0.549167,0.529675,0.69,0.151742,691,3848,4539,0,Fall,1.3394317073170732,1.05935,0.69,0.22648059701492534
263,2011-09-20,3,0,9,0,2,1,Cloudy,0.561667,0.532217,0.88125,0.134954,438,3203,3641,0,Fall,1.369919512195122,1.064434,0.8812499999999999,0.20142388059701488
264,2011-09-21,3,0,9,0,3,1,Cloudy,0.595,0.550533,0.9,0.0964042,539,3813,4352,0,Fall,1.451219512195122,1.101066,0.9000000000000001,0.14388686567164177
265,2011-09-22,3,0,9,0,4,1,Cloudy,0.628333,0.554963,0.902083,0.128125,555,4240,4795,0,Fall,1.532519512195122,1.109926,0.9020830000000001,0.19123134328358207
266,2011-09-23,4,0,9,0,5,1,Cloudy,0.609167,0.522125,0.9725,0.0783667,258,2137,2395,0,Winter,1.4857731707317074,1.04425,0.9725000000000001,0.11696522388059702
267,2011-09-24,4,0,9,0,6,0,Cloudy,0.606667,0.564412,0.8625,0.0783833,1776,3647,5423,0,Winter,1.4796756097560975,1.128824,0.8625,0.11699
268,2011-09-25,4,0,9,0,0,0,Cloudy,0.634167,0.572637,0.845,0.0503792,1544,3466,5010,0,Winter,1.546748780487805,1.145274,0.845,0.07519283582089552
269,2011-09-26,4,0,9,0,1,1,Cloudy,0.649167,0.589042,0.848333,0.1107,684,3946,4630,0,Winter,1.5833341463414634,1.178084,0.8483330000000001,0.16522388059701495
270,2011-09-27,4,0,9,0,2,1,Cloudy,0.636667,0.574525,0.885417,0.118171,477,3643,4120,0,Winter,1.5528463414634146,1.14905,0.885417,0.17637462686567162
271,2011-09-28,4,0,9,0,3,1,Cloudy,0.635,0.575158,0.84875,0.148629,480,3427,3907,0,Winter,1.548780487804878,1.150316,0.84875,0.221834328358209
272,2011-09-29,4,0,9,0,4,1,Sunny,0.616667,0.574512,0.699167,0.172883,653,4186,4839,0,Winter,1.5040658536585365,1.149024,0.699167,0.258034328358209
273,2011-09-30,4,0,9,0,5,1,Sunny,0.564167,0.544829,0.6475,0.206475,830,4372,5202,0,Winter,1.3760170731707317,1.089658,0.6475,0.3081716417910447
274,2011-10-01,4,0,10,0,6,0,Cloudy,0.41,0.412863,0.75375,0.292296,480,1949,2429,0,Winter,1.0,0.8257259999999998,0.75375,0.43626268656716416
275,2011-10-02,4,0,10,0,0,0,Cloudy,0.356667,0.345317,0.791667,0.222013,616,2302,2918,0,Winter,0.869919512195122,0.690634,0.7916670000000001,0.33136268656716417
276,2011-10-03,4,0,10,0,1,1,Cloudy,0.384167,0.392046,0.760833,0.0833458,330,3240,3570,0,Winter,0.9369926829268291,0.7840919999999999,0.760833,0.12439671641791045
277,2011-10-04,4,0,10,0,2,1,Sunny,0.484167,0.472858,0.71,0.205854,486,3970,4456,0,Winter,1.1808951219512194,0.9457159999999999,0.71,0.307244776119403
278,2011-10-05,4,0,10,0,3,1,Sunny,0.538333,0.527138,0.647917,0.17725,559,4267,4826,0,Winter,1.3130073170731706,1.054276,0.647917,0.2645522388059702
279,2011-10-06,4,0,10,0,4,1,Sunny,0.494167,0.480425,0.620833,0.134954,639,4126,4765,0,Winter,1.2052853658536584,0.9608499999999999,0.620833,0.20142388059701488
280,2011-10-07,4,0,10,0,5,1,Sunny,0.510833,0.504404,0.684167,0.0223917,949,4036,4985,0,Winter,1.2459341463414633,1.008808,0.684167,0.03342044776119403
281,2011-10-08,4,0,10,0,6,0,Sunny,0.521667,0.513242,0.70125,0.0454042,2235,3174,5409,0,Winter,1.2723585365853658,1.026484,0.70125,0.06776746268656716
282,2011-10-09,4,0,10,0,0,0,Sunny,0.540833,0.523983,0.7275,0.06345,2397,3114,5511,0,Winter,1.3191048780487804,1.047966,0.7275,0.09470149253731344
283,2011-10-10,4,0,10,1,1,0,Sunny,0.570833,0.542925,0.73375,0.0423042,1514,3603,5117,0,Winter,1.3922756097560975,1.08585,0.73375,0.06314059701492537
284,2011-10-11,4,0,10,0,2,1,Cloudy,0.566667,0.546096,0.80875,0.143042,667,3896,4563,0,Winter,1.3821146341463415,1.092192,0.80875,0.21349552238805972
285,2011-10-12,4,0,10,0,3,1,Rainy,0.543333,0.517717,0.90625,0.24815,217,2199,2416,0,Winter,1.3252024390243902,1.035434,0.9062499999999999,0.3703731343283582
286,2011-10-13,4,0,10,0,4,1,Cloudy,0.589167,0.551804,0.896667,0.141787,290,2623,2913,0,Winter,1.4369926829268294,1.103608,0.896667,0.2116223880597015
287,2011-10-14,4,0,10,0,5,1,Cloudy,0.550833,0.529675,0.71625,0.223883,529,3115,3644,0,Winter,1.3434951219512195,1.05935,0.71625,0.3341537313432836
288,2011-10-15,4,0,10,0,6,0,Sunny,0.506667,0.498725,0.483333,0.258083,1899,3318,5217,0,Winter,1.2357731707317072,0.99745,0.483333,0.3851985074626866
289,2011-10-16,4,0,10,0,0,0,Sunny,0.511667,0.503154,0.486667,0.281717,1748,3293,5041,0,Winter,1.2479682926829267,1.006308,0.486667,0.4204731343283582
290,2011-10-17,4,0,10,0,1,1,Sunny,0.534167,0.510725,0.579583,0.175379,713,3857,4570,0,Winter,1.3028463414634146,1.02145,0.579583,0.2617597014925373
291,2011-10-18,4,0,10,0,2,1,Cloudy,0.5325,0.522721,0.701667,0.110087,637,4111,4748,0,Winter,1.298780487804878,1.045442,0.701667,0.16430895522388062
292,2011-10-19,4,0,10,0,3,1,Rainy,0.541739,0.513848,0.895217,0.243339,254,2170,2424,0,Winter,1.3213146341463413,1.027696,0.895217,0.3631925373134328
293,2011-10-20,4,0,10,0,4,1,Sunny,0.475833,0.466525,0.63625,0.422275,471,3724,4195,0,Winter,1.1605682926829268,0.93305,0.63625,0.6302611940298508
294,2011-10-21,4,0,10,0,5,1,Sunny,0.4275,0.423596,0.574167,0.221396,676,3628,4304,0,Winter,1.0426829268292683,0.847192,0.574167,0.33044179104477617
295,2011-10-22,4,0,10,0,6,0,Sunny,0.4225,0.425492,0.629167,0.0926667,1499,2809,4308,0,Winter,1.0304878048780488,0.850984,0.629167,0.13830850746268658
296,2011-10-23,4,0,10,0,0,0,Sunny,0.421667,0.422333,0.74125,0.0995125,1619,2762,4381,0,Winter,1.0284560975609756,0.844666,0.74125,0.14852611940298507
297,2011-10-24,4,0,10,0,1,1,Sunny,0.463333,0.457067,0.772083,0.118792,699,3488,4187,0,Winter,1.130080487804878,0.914134,0.772083,0.17730149253731342
298,2011-10-25,4,0,10,0,2,1,Sunny,0.471667,0.463375,0.622917,0.166658,695,3992,4687,0,Winter,1.1504073170731706,0.92675,0.622917,0.24874328358208955
299,2011-10-26,4,0,10,0,3,1,Cloudy,0.484167,0.472846,0.720417,0.148642,404,3490,3894,0,Winter,1.1808951219512194,0.9456920000000001,0.720417,0.22185373134328357
300,2011-10-27,4,0,10,0,4,1,Cloudy,0.47,0.457046,0.812917,0.197763,240,2419,2659,0,Winter,1.146341463414634,0.914092,0.812917,0.2951686567164179
301,2011-10-28,4,0,10,0,5,1,Cloudy,0.330833,0.318812,0.585833,0.229479,456,3291,3747,0,Winter,0.8069097560975609,0.637624,0.585833,0.3425059701492537
302,2011-10-29,4,0,10,0,6,0,Rainy,0.254167,0.227913,0.8825,0.351371,57,570,627,0,Winter,0.619919512195122,0.45582599999999995,0.8825,0.5244343283582089
303,2011-10-30,4,0,10,0,0,0,Sunny,0.319167,0.321329,0.62375,0.176617,885,2446,3331,0,Winter,0.7784560975609756,0.642658,0.62375,0.26360746268656715
304,2011-10-31,4,0,10,0,1,1,Sunny,0.34,0.356063,0.703333,0.10635,362,3307,3669,0,Winter,0.8292682926829269,0.712126,0.703333,0.1587313432835821
305,2011-11-01,4,0,11,0,2,1,Sunny,0.400833,0.397088,0.68375,0.135571,410,3658,4068,0,Winter,0.9776414634146342,0.7941759999999999,0.68375,0.202344776119403
306,2011-11-02,4,0,11,0,3,1,Sunny,0.3775,0.390133,0.71875,0.0820917,370,3816,4186,0,Winter,0.9207317073170731,0.780266,0.71875,0.12252492537313434
307,2011-11-03,4,0,11,0,4,1,Sunny,0.408333,0.405921,0.702083,0.136817,318,3656,3974,0,Winter,0.9959341463414635,0.811842,0.702083,0.2042044776119403
308,2011-11-04,4,0,11,0,5,1,Cloudy,0.403333,0.403392,0.6225,0.271779,470,3576,4046,0,Winter,0.983739024390244,0.806784,0.6225,0.40564029850746264
309,2011-11-05,4,0,11,0,6,0,Sunny,0.326667,0.323854,0.519167,0.189062,1156,2770,3926,0,Winter,0.7967487804878048,0.647708,0.519167,0.2821820895522388
310,2011-11-06,4,0,11,0,0,0,Sunny,0.348333,0.362358,0.734583,0.0920542,952,2697,3649,0,Winter,0.8495926829268292,0.724716,0.734583,0.13739432835820894
311,2011-11-07,4,0,11,0,1,1,Sunny,0.395,0.400871,0.75875,0.057225,373,3662,4035,0,Winter,0.9634146341463414,0.801742,0.75875,0.08541044776119402
